BusinessName,Telephone,Email,WebsiteURL,Linkedin,FacebookProfile,Instagram,Twitter,GMB_Claimed,Address,City,State,ZIP,Country
"Exec Cleaning","(415) 275-8094",joe@handy.com,"Pro Plan Only",https://www.handy.com/,https://www.linkedin.com/company/handyhq,https://www.facebook.com/handyhq/,"Agency Plan Only",https://instagram.com/handy_hq/,https://www.twitter.com/handy,"Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan",Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Upgrade,"Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only",unclaimed,"Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","277 Carolina St","San Francisco",CA,94103,US,"Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Alliance Environmental Group","(408) 830-9700",sallopez@alliance-enviro.com,"Pro Plan Only",http://www.alliance-enviro.com,https://www.linkedin.com/company/alliance-environmental,https://www.facebook.com/allianceenvironmentalgroup/,"Agency Plan Only",https://instagram.com/allianceenvironmentalgroup/,https://www.twitter.com/allianceenviro,"Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan",Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Upgrade,"Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only",verified,"Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","1250 Campbell Ave","San Jose",CA,95126,US,"Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Ross Dress for Less","(415) 554-1901",,"Pro Plan Only",http://www.rossstores.com/,https://www.linkedin.com/company/ross-stores,https://www.facebook.com/338849656294774/,"Agency Plan Only",https://instagram.com/rossdressforless/,https://www.twitter.com/ross_stores,"Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan",Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Upgrade,"Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only",verified,"Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","2300 16th St","San Francisco",CA,94103,US,"Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Caldwells Doors","(415) 550-6777",facebook@caldwells.com,"Pro Plan Only",http://caldwells.com/,,https://www.facebook.com/caldwellsdoors/,"Agency Plan Only",https://instagram.com/caldwellsdoors/,https://www.twitter.com/caldwellsdoors,"Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan",Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Upgrade,"Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only",verified,"Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","2225 McKinnon Ave","San Francisco",CA,94124,US,"Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Massage Envy","(415) 341-9800",clinic0691@massageenvy.com,"Pro Plan Only",https://locations.massageenvy.com/california/san-francisco/785-mission-street.html,,https://www.facebook.com/362124227239950/,"Agency Plan Only",https://instagram.com/massageenvy/,https://www.twitter.com/massageenvy,"Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan",Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Upgrade,"Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only",verified,"Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","785 Mission St","San Francisco",CA,94103,US,"Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Bay Shore Car Wash","(415) 585-3443",smgradesep@caltrain.com,"Pro Plan Only",https://www.caltrain.com/,,https://www.facebook.com/sanfranciscostation/,"Agency Plan Only",https://instagram.com/gocaltrain/,https://www.twitter.com/caltrainalerts,"Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan",Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Upgrade,"Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only",verified,"Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","2605 Bay Shore Blvd","San Francisco",CA,94134,US,"Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"All Surface Painting & Decorating & Dustless Blasting","(925) 625-9155",allsurfacepaint@sbcglobal.net,"Pro Plan Only",https://www.dustlessblastingasp.com,,https://www.facebook.com/1943012212391713/,"Agency Plan Only",https://instagram.com/allsurfacepaintingandblasting/,https://www.twitter.com/allsurfcepaint,"Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan",Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Upgrade,"Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only",verified,"Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","1625 Main St",Oakley,CA,94561,US,"Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"The Detail Gods","(415) 879-2779",autodetailfactory@gmail.com,"Pro Plan Only",https://www.autodetailfactory.com/,,https://www.facebook.com/autodetailfactory/,"Agency Plan Only",https://instagram.com/autodetailfactory/,https://www.twitter.com/autodetailfacto,"Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan",Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Upgrade,"Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only",unclaimed,"Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","1620 S Delaware St","San Francisco",CA,94110,US,"Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Woolery Window Washing","(925) 935-2119",welovewashingwindows@gmail.com,"Pro Plan Only",http://www.welovewashingwindows.com/,,https://www.facebook.com/welove.washingwindows/,"Agency Plan Only",https://instagram.com/welovewashingwindows/,https://www.twitter.com/w_l_w_w,"Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan",Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Upgrade,"Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only",unclaimed,"Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","915 Honora Ave",Concord,CA,94518,US,"Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Firestone Complete Auto Care","(415) 614-4236",,"Pro Plan Only",https://local.firestonecompleteautocare.com/california/san-francisco/1501-mission-st/,,https://www.facebook.com/252408379025941/,"Agency Plan Only",https://instagram.com/firestoneauto/,https://www.twitter.com/firestoneauto,"Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan",Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Upgrade,"Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only",verified,"Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","1501 Mission St","San Francisco",CA,94103,US,"Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Robys Cleaning Service","(415) 731-1523",pegasocleaningservice@gmail.com,"Pro Plan Only",https://pegasocleaningservices.com/,https://www.linkedin.com/in/pegaso-cleaning-service-8a5079220,https://www.facebook.com/pegasocleaningservices/,"Agency Plan Only",https://instagram.com/pegasocleaningservices/,,"Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan",Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Upgrade,"Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only",verified,"Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","1236 45th Ave","San Francisco",CA,94122,US,"Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"North Bay Equipment","(707) 585-0100",joconnell@hotsypacific.net,"Pro Plan Only",https://northbayequipment.com/,https://www.linkedin.com/company/pacific-bay-equipment,https://www.facebook.com/pacificbayequipment/,"Agency Plan Only",https://instagram.com/pacificbayequipment/,,"Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan",Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Upgrade,"Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only",verified,"Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","3647 Standish Ave","Santa Rosa",CA,95407,US,"Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Pacific Bay Equipment","(510) 780-1655",joanna.denotter@ballistix.com,"Pro Plan Only",https://pacificbayequipment.com/,https://www.linkedin.com/company/pacific-bay-equipment,https://www.facebook.com/pacificbayequipment/,"Agency Plan Only",https://instagram.com/pacificbayequipment/,,"Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan",Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Upgrade,"Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only",verified,"Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Industrial Blvd",Hayward,CA,94545,US,"Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"San Francisco Spark Cleaning","(415) 358-7575",sales@sanfranciscosparkcleaning.com,"Pro Plan Only",http://www.sanfranciscosparkcleaning.com/,https://www.linkedin.com/company/san-francisco-spark-cleaning,https://www.facebook.com/sanfranciscosparkcleaning/,"Agency Plan Only",https://instagram.com/sfsparkcleaning/,,"Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan",Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Upgrade,"Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only",verified,"Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","3070 California St","San Francisco",CA,94115,US,"Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Sonomarin Cleaning Services","(707) 769-9343",custser@sonomarincleaning.com,"Pro Plan Only",https://sonomarincleaning.com/,https://www.linkedin.com/company/sonomarin-cleaning-services-inc.,https://www.facebook.com/sonomarincleaning/,"Agency Plan Only",https://instagram.com/sonomarin7985/,,"Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan",Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Upgrade,"Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only",verified,"Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","1005 Bia Elis Atta",Sausalito,CA,94965,US,"Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
"Dry Kings Restoration of San Francisco","(415) 430-9372",jacob@drykings.com,"Pro Plan Only",https://www.drykings.com/san-francisco/,https://www.linkedin.com/company/dry-kings,https://www.facebook.com/drykings/,"Agency Plan Only",https://instagram.com/drykings/,,"Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan",Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Agency/Pro,Upgrade,"Pro Plan Only","Pro Plan Only","Pro Plan Only","Pro Plan Only",verified,"Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan Only","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","420 Berry St suite 420","San Francisco",CA,94158,US,"Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan","Agency/Pro Plan"
